City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
145,n'zeto,-7.2312,12.8666,70.81,89,61,8.3,AO,1689969384
146,ulsteinvik,62.3432,5.8487,59.9,83,35,10.0,NO,1689969384
147,tirhanimine,35.2362,-3.9545,84.09,39,0,5.75,MA,1689969385
148,olonkinbyen,70.9221,-8.7187,41.76,82,100,6.55,SJ,1689969385
149,contamana,-7.3333,-75.0167,89.13,47,93,1.59,PE,1689969385
150,lubumbashi,-11.6609,27.4794,62.78,46,7,3.76,CD,1689969386
151,ta`u,-14.2336,-169.5144,81.41,80,8,6.8,AS,1689969386
152,bardai,11.65,7.2333,74.37,74,100,3.65,NG,1689969386
153,ketchikan,55.3422,-131.6461,63.07,88,100,4.61,US,1689969387
154,qaqortoq,60.7167,-46.0333,46.49,88,31,3.36,GL,1689969387
155,iskateley,67.6803,53.1512,47.71,95,88,14.54,RU,1689969387
156,brookings,44.3114,-96.7984,80.11,66,40,4.61,US,1689969314
157,alofi,-19.0595,-169.9187,73.29,100,15,13.8,NU,1689969388
158,jiuquan,39.7432,98.5174,71.62,23,86,0.74,CN,1689969388
159,mahina,-17.5065,-149.489,78.57,53,20,5.75,PF,1689969388
160,kyshtovka,56.555,76.6271,60.57,93,39,4.16,RU,1689969389
161,suva,-18.1416,178.4415,67.48,94,20,0.0,FJ,1689969389
162,tofol,5.3248,163.0078,80.69,83,100,16.89,FM,1689969389
163,tebingtinggi,3.3285,99.1625,75.15,95,100,2.35,ID,1689969390
164,tukrah,32.5341,20.5791,82.18,70,0,9.78,LY,1689969390
165,laguna,38.421,-121.4238,103.17,27,0,10.36,US,1689969391
166,mulino,56.2892,42.9201,54.07,92,39,5.97,RU,1689969391
167,puerto leguizamo,-0.1934,-74.7819,78.15,83,83,2.53,CO,1689969391
168,northam,51.0333,-4.2167,60.62,81,62,10.22,GB,1689969392
169,bhiwani,28.7833,76.1333,92.84,53,100,5.84,IN,1689969392
170,sinabang,2.4803,96.3801,79.43,83,95,3.27,ID,1689969392
171,sona,45.4388,10.8255,76.44,64,40,5.75,IT,1689969392
172,taksimo,56.3444,114.8794,54.9,82,8,0.83,RU,1689969393
173,bushehr,28.9684,50.8385,87.89,74,0,4.61,IR,1689969393
174,noumea,-22.2763,166.4572,69.01,99,93,9.33,NC,1689969394
175,kununurra,-15.7667,128.7333,57.18,88,5,4.61,AU,1689969394
176,yelizovo,53.1873,158.3805,57.34,93,0,4.47,RU,1689969394
177,chui,-33.6971,-53.4616,69.01,81,1,10.69,UY,1689969263
178,okha,53.5739,142.9478,60.15,97,100,7.7,RU,1689969395
179,east london,-33.0153,27.9116,60.26,61,76,11.7,ZA,1689969395
180,san agustin acasaguastlan,14.95,-89.9667,91.71,46,48,4.21,GT,1689969396
181,nikol'sk,53.7189,46.0712,55.87,96,52,2.98,RU,1689969396
182,saipan,15.1355,145.701,83.1,100,20,10.36,MP,1689969396
183,savelugu,9.6244,-0.8253,80.08,73,77,6.53,GH,1689969397
184,lander,42.833,-108.7307,82.8,31,0,4.61,US,1689969370
185,nova sintra,14.8667,-24.7167,73.67,82,21,13.09,CV,1689969397
186,nadi,-17.8,177.4167,66.2,94,20,5.75,FJ,1689969161
187,evinayong,1.4368,10.5512,68.02,99,100,2.82,GQ,1689969398
188,singa,13.15,33.9333,85.75,53,88,12.64,SD,1689969398
189,port macquarie,-31.4333,152.9167,54.41,71,93,12.84,AU,1689969398
190,ongjin,37.9347,125.3619,73.85,76,94,6.76,KP,1689969399
191,richards bay,-28.783,32.0377,59.25,73,98,8.9,ZA,1689969399
192,qusmuryn,52.4503,64.6311,62.8,68,3,5.7,KZ,1689969399
193,daru,-9.0763,143.2092,76.73,79,94,14.58,PG,1689969400
194,la foa,-21.7108,165.8276,64.62,65,74,5.57,NC,1689969400
195,san antonio de pale,-1.4014,5.6325,74.28,71,65,10.85,GQ,1689969400
196,gadzhiyevo,69.2551,33.3362,47.62,83,100,16.67,RU,1689969401
197,pacific grove,36.6177,-121.9166,84.38,84,40,9.22,US,1689969401
198,al fallujah,33.3538,43.7795,100.29,14,0,12.5,IQ,1689969401
199,tulagi,-9.0996,160.1476,80.76,80,91,5.5,SB,1689969402
200,lukolela,-1.0605,17.1821,77.76,56,89,1.3,CD,1689969402
201,udachny,66.4167,112.4,61.45,87,100,13.0,RU,1689969402
202,lihue,21.9789,-159.3672,81.64,80,100,17.27,US,1689969402
203,buka,40.8108,69.1986,76.14,27,0,1.19,UZ,1689969403
204,gamba,-2.65,10.0,70.9,83,7,7.16,GA,1689969403
205,kapa'a,22.0752,-159.319,82.38,80,100,17.27,US,1689969404
206,qashar,53.3906,62.9297,56.98,74,20,7.76,KZ,1689969404
207,giyani,-23.3025,30.7187,55.08,89,100,6.93,ZA,1689969404
208,enewetak,11.3474,162.3373,83.17,79,92,15.68,MH,1689969405
209,badger,64.8,-147.5333,74.37,62,20,3.0,US,1689969405
210,mutuali,-14.8706,37.0044,68.04,67,77,4.59,MZ,1689969405
211,gornozavodsk,58.3758,58.3211,54.48,96,87,4.23,RU,1689969405
212,santa helena de goias,-17.8136,-50.5969,83.82,31,0,11.43,BR,1689969406
213,alexandria,31.2156,29.9553,79.34,65,0,7.34,EG,1689969406
214,vernon,50.2581,-119.2691,94.3,23,100,3.44,CA,1689969406
215,port-cartier,50.0334,-66.8654,71.82,63,100,7.85,CA,1689969407
216,port elizabeth,-33.918,25.5701,59.29,67,0,9.22,ZA,1689969322
217,kingston,17.997,-76.7936,97.25,63,20,27.63,JM,1689969407
218,itamaraca,-7.7478,-34.8256,78.85,71,4,13.58,BR,1689969407
219,hawaiian paradise park,19.5933,-154.9731,80.89,77,100,8.05,US,1689969408
220,fada n'gourma,12.0622,0.3578,86.36,54,100,2.82,BF,1689969408
221,pangkalanbuun,-2.6833,111.6167,72.12,99,89,2.71,ID,1689969408
222,kendari,-3.945,122.4989,72.41,95,2,2.68,ID,1689969409
223,letlhakeng,-24.0944,25.0298,50.86,88,18,11.92,BW,1689969409
224,crane,31.3974,-102.3501,99.3,17,39,16.64,US,1689969409
225,san luis de la loma,17.2706,-100.8939,91.08,61,17,9.44,MX,1689969410
226,arecibo,18.4724,-66.7157,89.29,76,16,1.99,PR,1689969410
227,vadso,70.0744,29.7487,47.28,93,75,16.11,NO,1689969410
228,ocean shores,46.9737,-124.1563,67.95,84,100,14.97,US,1689969206
229,nenagh,52.8619,-8.1967,56.93,95,100,10.83,IE,1689969411
230,kavalerovo,44.2661,135.0572,63.39,93,4,2.01,RU,1689969411
231,tromso,69.6496,18.957,59.38,77,75,6.91,NO,1689969411
232,cockburn town,21.4612,-71.1419,83.17,76,74,13.73,TC,1689969411
233,rongelap,11.1635,166.8941,83.52,75,100,17.67,MH,1689969412
234,avarua,-21.2078,-159.775,73.45,64,20,18.41,CK,1689969412
235,pahrump,36.2083,-115.9839,111.25,11,3,10.0,US,1689969412
236,bilibino,68.0546,166.4372,68.95,53,50,2.26,RU,1689969413
237,mana,5.6592,-53.7767,81.82,80,6,8.5,GF,1689969413
238,roswell,34.0232,-84.3616,91.27,68,0,10.36,US,1689969118
239,miquelon,47.0975,-56.3814,66.2,99,99,7.49,PM,1689969413
240,yicheng,31.3705,119.8703,78.75,86,100,4.25,CN,1689969414
241,lata,40.1629,-8.3327,67.82,79,5,5.08,PT,1689969414
242,margate,51.3813,1.3862,63.9,65,97,1.99,GB,1689969176
243,mananjary,-21.2167,48.3333,68.77,88,94,6.64,MG,1689969415
244,nandu,22.8525,110.8233,78.26,88,47,4.07,CN,1689969415
245,barreirinha,-2.7933,-57.07,90.55,46,52,6.04,BR,1689969415
246,laojunmiao,39.8333,97.7333,68.32,24,6,6.73,CN,1689969415
247,hithadhoo,-0.6,73.0833,81.55,81,76,8.66,MV,1689969416
248,malandag,6.3094,125.2428,73.44,95,100,2.17,PH,1689969416
249,castillos,-34.1667,-53.8333,71.56,76,0,10.51,UY,1689969416
250,belmonte,-15.8631,-38.8828,73.35,78,82,15.88,BR,1689969417
251,madison heights,42.4859,-83.1052,81.91,52,0,9.22,US,1689969417
252,ekibastuz,51.6667,75.3667,66.36,70,31,17.2,KZ,1689969417
253,kolyvan',55.3053,82.7391,65.82,81,100,5.19,RU,1689969417
254,new norfolk,-42.7826,147.0587,43.72,96,9,3.24,AU,1689969418
255,pokrovsk,48.282,37.1758,62.98,72,2,6.8,UA,1689969418
256,juan griego,11.0817,-63.9655,84.9,70,100,14.97,VE,1689969418
257,benjamin hill,30.1667,-111.1,97.83,29,4,1.95,MX,1689969418
258,rabaul,-4.1967,152.1721,78.75,82,92,7.67,PG,1689969419
259,mulayjah,27.271,48.4242,99.23,8,50,7.85,SA,1689969419
260,xudat,41.631,48.681,74.41,78,0,10.38,AZ,1689969420
261,constitucion,-35.3333,-72.4167,55.83,86,99,11.32,CL,1689969420
262,ramshir,30.8946,49.4092,100.15,7,0,10.63,IR,1689969420
263,la ronge,55.1001,-105.2842,75.45,43,40,11.5,CA,1689969421
264,sao vicente,-23.9631,-46.3919,80.78,46,20,4.61,BR,1689969421
265,altamira,-3.2033,-52.2064,89.69,55,40,5.75,BR,1689969422
266,mount gambier,-37.8333,140.7667,48.47,93,88,7.85,AU,1689969422
267,south molton,51.0167,-3.8333,60.03,85,71,8.52,GB,1689969423
268,arraial do cabo,-22.9661,-42.0278,71.56,68,40,18.41,BR,1689969423
269,rincon,32.296,-81.2354,96.76,44,75,16.11,US,1689969423
270,sisimiut,66.9395,-53.6735,42.64,95,100,11.32,GL,1689969424
271,choyr,46.3611,108.3611,58.21,73,99,4.54,MN,1689969424
272,san julian,21.0167,-102.1667,80.6,32,14,3.58,MX,1689969424
273,vershino-darasunskiy,52.35,115.5167,48.43,69,61,4.65,RU,1689969425
274,kudat,6.8837,116.8477,78.73,83,40,6.91,MY,1689969425
275,oriximina,-1.7656,-55.8661,81.91,66,54,4.88,BR,1689969425
276,slupsk,54.4641,17.0287,59.41,72,100,5.1,PL,1689969426
277,vorgashor,67.5833,63.95,61.39,90,46,6.44,RU,1689969426
278,ust-nera,64.5667,143.2,62.04,89,100,5.93,RU,1689969426
279,walker,30.7335,-95.5669,100.35,34,0,1.83,US,1689969426
280,sylva,58.0348,56.7635,54.77,95,92,3.18,RU,1689969427
281,al buraymi,24.2509,55.7931,101.62,27,0,10.36,OM,1689969427
282,eyl,7.9803,49.8164,81.34,71,100,31.29,SO,1689969427
283,saucillo,28.0167,-105.2833,97.65,17,100,5.46,MX,1689969428
284,azadshahr,34.7909,48.5707,77.49,21,0,4.61,IR,1689969428
285,tura,25.5198,90.2201,75.87,97,100,4.0,IN,1689969428
286,broome,42.2506,-75.833,75.42,87,20,6.91,US,1689969429
287,touros,-5.1989,-35.4608,78.22,70,0,17.45,BR,1689969429
288,nizhnyaya tavda,57.6731,66.1725,59.88,79,31,7.72,RU,1689969429
289,yuzhno-kurilsk,44.0306,145.8556,58.23,96,34,9.37,RU,1689969429
290,la'ie,21.6477,-157.9253,84.16,80,72,7.0,US,1689969430
291,sakakah,29.9697,40.2064,96.37,11,55,6.29,SA,1689969430
292,maceio,-9.6658,-35.7353,78.24,73,20,12.66,BR,1689969304
293,grantsville,40.5999,-112.4644,98.89,22,0,10.0,US,1689969436
294,barra de santo antonio,-9.4047,-35.5072,78.08,73,2,10.67,BR,1689969436
295,howrah,22.5892,88.3103,82.4,94,40,4.61,IN,1689969397
296,abu dhabi,24.4667,54.3667,95.95,72,0,6.91,AE,1689969282
297,huangmei,30.1924,116.025,76.69,96,100,2.1,CN,1689969437
298,togur,58.3631,82.8265,61.25,96,74,7.05,RU,1689969438
299,terenozek,45.05,64.9833,80.6,27,2,10.18,KZ,1689969438
300,fada,9.5667,8.3,69.42,93,100,1.72,NG,1689969438
301,turpan,42.9333,89.1667,96.51,14,100,5.28,CN,1689969439
302,petawawa,45.9001,-77.3328,66.78,87,100,17.27,CA,1689969235
303,faaa,-17.55,-149.6,78.76,53,20,5.75,PF,1689969439
304,iquique,-20.2208,-70.1431,68.04,68,10,5.82,CL,1689969439
305,usinsk,65.9939,57.5281,63.12,91,100,7.65,RU,1689969353
306,ribeira brava,32.65,-17.0667,75.7,74,7,2.89,PT,1689969440
307,suklayin,15.7574,121.5503,77.13,94,66,1.77,PH,1689969440
308,vangaindrano,-23.35,47.6,65.28,89,99,7.94,MG,1689969441
309,ribadesella,43.4614,-5.0596,65.88,82,21,3.76,ES,1689969441
310,mandera,3.9366,41.867,84.67,49,100,19.42,KE,1689969441
311,port wentworth,32.1491,-81.1632,96.91,43,75,16.11,US,1689969441
312,kavieng,-2.5744,150.7967,81.75,75,70,10.04,PG,1689969442
313,circleville,39.6006,-82.946,81.64,59,98,9.13,US,1689969442
314,lucapa,-8.4192,20.7447,76.39,24,20,3.2,AO,1689969442
315,chernyshevskiy,63.0128,112.4714,58.32,75,85,2.01,RU,1689969443
316,"laikit, laikit ii (dimembe)",1.4792,124.9735,74.25,83,20,1.14,ID,1689969443
317,cabo san lucas,22.8909,-109.9124,97.18,61,0,10.04,MX,1689969150
318,georgiyevka,43.0369,74.7114,75.24,57,0,6.71,KZ,1689969444
319,kenai,60.5544,-151.2583,62.69,72,0,8.05,US,1689969323
320,tual,-5.6667,132.75,79.68,75,90,20.15,ID,1689969444
321,fort mcmurray,56.7268,-111.381,78.39,53,0,5.75,CA,1689969445
322,ust-tsilma,65.441,52.1498,65.01,73,97,3.2,RU,1689969445
323,sungai penuh,-2.0833,101.3833,64.18,96,54,2.01,ID,1689969445
324,debre mark'os,10.35,37.7333,55.17,90,100,4.38,ET,1689969446
325,male,4.1748,73.5089,82.35,89,75,10.36,MV,1689969446
326,barbacoas,1.6715,-78.1398,91.56,56,100,5.37,CO,1689969446
327,gaiman,-43.2897,-65.4929,63.21,30,66,16.87,AR,1689969447
328,kailua-kona,19.6406,-155.9956,82.36,84,75,5.99,US,1689969339
329,salalah,17.0151,54.0924,76.6,94,100,4.92,OM,1689969447
330,cidreira,-30.1811,-50.2056,65.23,87,24,15.9,BR,1689969448
331,ghat,24.9647,10.1728,93.04,10,0,10.85,LY,1689969448
332,guangming,45.3333,122.7833,67.84,95,100,9.37,CN,1689969297
333,camabatela,-8.1881,15.375,66.16,67,100,3.09,AO,1689969448
334,pavlohrad,48.5167,35.8667,65.08,66,46,2.8,UA,1689969449
335,faya-largeau,17.9257,19.1043,93.78,31,50,5.91,TD,1689969449
336,chos malal,-37.3781,-70.2709,44.51,84,80,10.16,AR,1689969449
337,selkirk,50.1436,-96.8845,85.1,46,49,8.79,CA,1689969261
338,coquimbo,-29.9533,-71.3436,60.53,72,40,17.27,CL,1689969360
339,sandnessjoen,66.0217,12.6316,61.32,94,100,11.77,NO,1689969450
340,ad darb,17.7229,42.2526,93.69,38,93,9.1,SA,1689969450
341,prince rupert,54.3161,-130.3201,64.09,94,100,17.27,CA,1689969451
342,neftegorsk,52.802,51.166,61.36,93,100,8.25,RU,1689969451
343,cosereni,44.6833,26.5667,82.36,47,0,12.75,RO,1689969452
344,loa janan,-0.583,117.095,72.36,99,79,2.59,ID,1689969452
345,boise,43.6135,-116.2035,99.64,23,0,6.91,US,1689969362
346,yeppoon,-23.1333,150.7333,55.18,81,15,5.06,AU,1689969452
347,shizunai-furukawacho,42.3339,142.3669,62.62,87,4,4.79,JP,1689969453
348,mount isa,-20.7333,139.5,55.17,50,0,18.41,AU,1689969453
349,west bay,19.3667,-81.4167,95.07,59,20,13.8,KY,1689969453
350,veinticinco de mayo,-35.4323,-60.1727,69.98,77,100,7.0,AR,1689969454
351,tazovsky,67.4667,78.7,62.1,68,100,4.29,RU,1689969323
352,san sebastian de la gomera,28.0916,-17.1133,77.38,78,0,9.22,ES,1689969454
353,tolanaro,-25.0319,46.9987,64.47,82,40,0.0,MG,1689969455
354,bandar abbas,27.1865,56.2808,93.18,66,75,6.91,IR,1689969455
355,bovril,-31.3431,-59.4451,81.91,51,100,20.11,AR,1689969455
